COMMAND: D:\Games\piper_sim\.venv\Scripts\python.exe -B -m piper_rl.scripts.train --task human-aware --human-preset randomized --human-difficulty 1.0 --algo sac --timesteps 2000000 --n-envs 4 --seed 2 --run-name human_aware_random_full_s2 --out runs --eval-freq 20000 --n-eval-episodes 15 --checkpoint-freq 50000 --action-mode cartesian --device auto
Using cpu device

======================================================================
SAC  |  2,000,000 steps  |  4 env(s)  |  obs (64,)  |  act (5,)
run dir: runs\human_aware_random_full_s2
======================================================================

Logging to runs\human_aware_random_full_s2\tb\SAC_1
D:\Games\piper_sim\.venv\Lib\site-packages\stable_baselines3\common\callbacks.py:419: UserWarning: Training and eval env are not of the same type<stable_baselines3.common.vec_env.subproc_vec_env.SubprocVecEnv object at 0x000001FDDD553ED0> != <stable_baselines3.common.vec_env.dummy_vec_env.DummyVecEnv object at 0x000001FDDD513350>
  warnings.warn("Training and eval env are not of the same type" f"{self.training_env} != {self.eval_env}")
---------------------------------------------
| rollout/                       |          |
|    human_safety_cost           | 45.3     |
|    lift_rate                   | 0.12     |
|    minimum_human_distance      | 0.131    |
|    near_misses                 | 0.42     |
|    place_err_mm                | 266      |
|    proximity_steps             | 17       |
|    safety_clamped              | 102      |
|    success_rate                | 0.04     |
|    waiting_steps               | 9.78     |
| train/                         |          |
|    actor_loss                  | 9.63     |
|    critic_loss                 | 24.8     |
|    ent_coef                    | 0.0454   |
|    ent_coef_loss               | 1.46     |
|    learning_rate               | 0.0003   |
|    n_updates                   | 44996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.02     |
|    collision_steps             | 0.02     |
|    completion_time             | 6.03     |
|    ep_len                      | 121      |
|    ep_len_mean                 | 121      |
|    ep_rew_mean                 | -52.2    |
|    episodes                    | 419      |
|    grasp_rate                  | 0.5      |
|    human_collision_rate        | 0.2      |
|    human_difficulty            | 1        |
|    human_safety_cost           | 36.4     |
|    lift_rate                   | 0.14     |
|    minimum_human_distance      | 0.133    |
|    near_misses                 | 0.34     |
|    place_err_mm                | 261      |
|    proximity_steps             | 17.3     |
|    safety_clamped              | 106      |
|    success_rate                | 0.05     |
|    waiting_steps               | 12.4     |
| time/                          |          |
|    episodes                    | 420      |
|    fps                         | 42       |
|    time_elapsed                | 1206     |
|    total_timesteps             | 50952    |
| train/                         |          |
|    actor_loss                  | 9.34     |
|    critic_loss                 | 18.8     |
|    ent_coef                    | 0.0453   |
|    ent_coef_loss               | -1.04    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 45948    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.02     |
|    collision_steps             | 0.02     |
|    completion_time             | 6.07     |
|    ep_len                      | 121      |
|    episodes                    | 428      |
|    grasp_rate                  | 0.48     |
|    human_collision_rate        | 0.26     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 40.3     |
|    lift_rate                   | 0.18     |
|    minimum_human_distance      | 0.116    |
|    near_misses                 | 0.4      |
|    place_err_mm                | 256      |
|    proximity_steps             | 16.7     |
|    safety_clamped              | 107      |
|    success_rate                | 0.02     |
|    waiting_steps               | 11.5     |
| train/                         |          |
|    actor_loss                  | 11       |
|    critic_loss                 | 34.3     |
|    ent_coef                    | 0.0455   |
|    ent_coef_loss               | 0.616    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 46996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.02     |
|    collision_steps             | 0.02     |
|    completion_time             | 6.17     |
|    ep_len                      | 123      |
|    ep_len_mean                 | 119      |
|    ep_rew_mean                 | -51.7    |
|    episodes                    | 429      |
|    grasp_rate                  | 0.48     |
|    human_collision_rate        | 0.26     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 40.3     |
|    lift_rate                   | 0.18     |
|    minimum_human_distance      | 0.113    |
|    near_misses                 | 0.4      |
|    place_err_mm                | 258      |
|    proximity_steps             | 16.7     |
|    safety_clamped              | 109      |
|    success_rate                | 0.06     |
|    waiting_steps               | 11.5     |
| time/                          |          |
|    episodes                    | 430      |
|    fps                         | 42       |
|    time_elapsed                | 1236     |
|    total_timesteps             | 52184    |
| train/                         |          |
|    actor_loss                  | 8.24     |
|    critic_loss                 | 38.2     |
|    ent_coef                    | 0.046    |
|    ent_coef_loss               | 0.352    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 47180    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.04     |
|    collision_steps             | 0        |
|    completion_time             | 6.12     |
|    ep_len                      | 122      |
|    ep_len_mean                 | 120      |
|    ep_rew_mean                 | -53.3    |
|    episodes                    | 439      |
|    grasp_rate                  | 0.44     |
|    human_collision_rate        | 0.3      |
|    human_difficulty            | 1        |
|    human_safety_cost           | 47.9     |
|    lift_rate                   | 0.14     |
|    minimum_human_distance      | 0.1      |
|    near_misses                 | 0.46     |
|    place_err_mm                | 241      |
|    proximity_steps             | 20       |
|    safety_clamped              | 107      |
|    success_rate                | 0.05     |
|    waiting_steps               | 13.2     |
| time/                          |          |
|    episodes                    | 440      |
|    fps                         | 42       |
|    time_elapsed                | 1265     |
|    total_timesteps             | 53392    |
| train/                         |          |
|    actor_loss                  | 10.1     |
|    critic_loss                 | 38.4     |
|    ent_coef                    | 0.0456   |
|    ent_coef_loss               | 0.485    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 48388    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.06     |
|    collision_steps             | 0.06     |
|    completion_time             | 5.88     |
|    ep_len                      | 118      |
|    episodes                    | 446      |
|    grasp_rate                  | 0.44     |
|    human_collision_rate        | 0.28     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 44.3     |
|    lift_rate                   | 0.14     |
|    minimum_human_distance      | 0.108    |
|    near_misses                 | 0.42     |
|    place_err_mm                | 239      |
|    proximity_steps             | 17.9     |
|    safety_clamped              | 103      |
|    success_rate                | 0.06     |
|    waiting_steps               | 10       |
| train/                         |          |
|    actor_loss                  | 9.8      |
|    critic_loss                 | 22.5     |
|    ent_coef                    | 0.0452   |
|    ent_coef_loss               | 0.847    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 48996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.06     |
|    collision_steps             | 0.06     |
|    completion_time             | 5.96     |
|    ep_len                      | 119      |
|    ep_len_mean                 | 120      |
|    ep_rew_mean                 | -53.2    |
|    episodes                    | 449      |
|    grasp_rate                  | 0.44     |
|    human_collision_rate        | 0.24     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 41.8     |
|    lift_rate                   | 0.12     |
|    minimum_human_distance      | 0.107    |
|    near_misses                 | 0.4      |
|    place_err_mm                | 242      |
|    proximity_steps             | 19.3     |
|    safety_clamped              | 104      |
|    success_rate                | 0.05     |
|    waiting_steps               | 10.6     |
| time/                          |          |
|    episodes                    | 450      |
|    fps                         | 42       |
|    time_elapsed                | 1295     |
|    total_timesteps             | 54672    |
| train/                         |          |
|    actor_loss                  | 10.7     |
|    critic_loss                 | 33.4     |
|    ent_coef                    | 0.0454   |
|    ent_coef_loss               | 0.0543   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 49668    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.04     |
|    collision_steps             | 0.06     |
|    completion_time             | 6.16     |
|    ep_len                      | 123      |
|    ep_len_mean                 | 120      |
|    ep_rew_mean                 | -56.6    |
|    episodes                    | 459      |
|    grasp_rate                  | 0.44     |
|    human_collision_rate        | 0.24     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 42.3     |
|    lift_rate                   | 0.1      |
|    minimum_human_distance      | 0.0953   |
|    near_misses                 | 0.46     |
|    place_err_mm                | 230      |
|    proximity_steps             | 22.3     |
|    safety_clamped              | 109      |
|    success_rate                | 0.04     |
|    waiting_steps               | 12.6     |
| time/                          |          |
|    episodes                    | 460      |
|    fps                         | 42       |
|    time_elapsed                | 1323     |
|    total_timesteps             | 55840    |
| train/                         |          |
|    actor_loss                  | 11.5     |
|    critic_loss                 | 33.5     |
|    ent_coef                    | 0.0456   |
|    ent_coef_loss               | -0.308   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 50836    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.04     |
|    collision_steps             | 0.06     |
|    completion_time             | 6.16     |
|    ep_len                      | 123      |
|    episodes                    | 460      |
|    grasp_rate                  | 0.44     |
|    human_collision_rate        | 0.24     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 42.4     |
|    lift_rate                   | 0.1      |
|    minimum_human_distance      | 0.0936   |
|    near_misses                 | 0.46     |
|    place_err_mm                | 230      |
|    proximity_steps             | 23.1     |
|    safety_clamped              | 108      |
|    success_rate                | 0.04     |
|    waiting_steps               | 13.4     |
| train/                         |          |
|    actor_loss                  | 11       |
|    critic_loss                 | 37.4     |
|    ent_coef                    | 0.0456   |
|    ent_coef_loss               | 0.829    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 50996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.04     |
|    collision_steps             | 0.06     |
|    completion_time             | 6.18     |
|    ep_len                      | 124      |
|    ep_len_mean                 | 123      |
|    ep_rew_mean                 | -54.4    |
|    episodes                    | 469      |
|    grasp_rate                  | 0.42     |
|    human_collision_rate        | 0.28     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 48.5     |
|    lift_rate                   | 0.14     |
|    minimum_human_distance      | 0.0954   |
|    near_misses                 | 0.52     |
|    place_err_mm                | 232      |
|    proximity_steps             | 22.6     |
|    safety_clamped              | 108      |
|    success_rate                | 0.03     |
|    waiting_steps               | 11.8     |
| time/                          |          |
|    episodes                    | 470      |
|    fps                         | 42       |
|    time_elapsed                | 1354     |
|    total_timesteps             | 57120    |
| train/                         |          |
|    actor_loss                  | 12.3     |
|    critic_loss                 | 24.9     |
|    ent_coef                    | 0.044    |
|    ent_coef_loss               | -0.479   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 52116    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.04     |
|    collision_steps             | 1.32     |
|    completion_time             | 6.16     |
|    ep_len                      | 123      |
|    episodes                    | 477      |
|    grasp_rate                  | 0.44     |
|    human_collision_rate        | 0.2      |
|    human_difficulty            | 1        |
|    human_safety_cost           | 36.8     |
|    lift_rate                   | 0.16     |
|    minimum_human_distance      | 0.114    |
|    near_misses                 | 0.42     |
|    place_err_mm                | 220      |
|    proximity_steps             | 18.7     |
|    safety_clamped              | 108      |
|    success_rate                | 0.04     |
|    waiting_steps               | 9.52     |
| train/                         |          |
|    actor_loss                  | 11.9     |
|    critic_loss                 | 17.6     |
|    ent_coef                    | 0.0418   |
|    ent_coef_loss               | 0.812    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 52996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.04     |
|    collision_steps             | 1.32     |
|    completion_time             | 5.97     |
|    ep_len                      | 119      |
|    ep_len_mean                 | 122      |
|    ep_rew_mean                 | -46.1    |
|    episodes                    | 479      |
|    grasp_rate                  | 0.46     |
|    human_collision_rate        | 0.2      |
|    human_difficulty            | 1        |
|    human_safety_cost           | 36.4     |
|    lift_rate                   | 0.18     |
|    minimum_human_distance      | 0.128    |
|    near_misses                 | 0.4      |
|    place_err_mm                | 218      |
|    proximity_steps             | 18.4     |
|    safety_clamped              | 104      |
|    success_rate                | 0.03     |
|    waiting_steps               | 9.52     |
| time/                          |          |
|    episodes                    | 480      |
|    fps                         | 42       |
|    time_elapsed                | 1382     |
|    total_timesteps             | 58272    |
| train/                         |          |
|    actor_loss                  | 11.2     |
|    critic_loss                 | 20.3     |
|    ent_coef                    | 0.0427   |
|    ent_coef_loss               | -0.675   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 53268    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.02     |
|    collision_steps             | 1.32     |
|    completion_time             | 6.27     |
|    ep_len                      | 125      |
|    ep_len_mean                 | 123      |
|    ep_rew_mean                 | -47.9    |
|    episodes                    | 489      |
|    grasp_rate                  | 0.44     |
|    human_collision_rate        | 0.18     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 32.3     |
|    lift_rate                   | 0.18     |
|    minimum_human_distance      | 0.137    |
|    near_misses                 | 0.34     |
|    place_err_mm                | 234      |
|    proximity_steps             | 16.2     |
|    safety_clamped              | 112      |
|    success_rate                | 0.03     |
|    waiting_steps               | 8.42     |
| time/                          |          |
|    episodes                    | 490      |
|    fps                         | 42       |
|    time_elapsed                | 1416     |
|    total_timesteps             | 59700    |
| train/                         |          |
|    actor_loss                  | 13.4     |
|    critic_loss                 | 21.8     |
|    ent_coef                    | 0.0408   |
|    ent_coef_loss               | -0.275   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 54696    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0        |
|    collision_steps             | 1.32     |
|    completion_time             | 6.42     |
|    ep_len                      | 128      |
|    episodes                    | 492      |
|    grasp_rate                  | 0.44     |
|    human_collision_rate        | 0.16     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 27.5     |
|    lift_rate                   | 0.18     |
|    minimum_human_distance      | 0.138    |
|    near_misses                 | 0.34     |
|    place_err_mm                | 244      |
|    proximity_steps             | 14.6     |
|    safety_clamped              | 115      |
|    success_rate                | 0        |
|    waiting_steps               | 7.4      |
| train/                         |          |
|    actor_loss                  | 12.4     |
|    critic_loss                 | 41.1     |
|    ent_coef                    | 0.041    |
|    ent_coef_loss               | -0.407   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 54996    |
---------------------------------------------
Eval num_timesteps=60000, episode_reward=-81.41 +/- 73.14
Episode length: 173.87 +/- 42.31
Success rate: 0.00%
---------------------------------
| eval/              |          |
|    mean_ep_length  | 174      |
|    mean_reward     | -81.4    |
|    success_rate    | 0        |
| time/              |          |
|    total_timesteps | 60000    |
---------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.04     |
|    collision_steps             | 1.26     |
|    completion_time             | 6.19     |
|    ep_len                      | 124      |
|    ep_len_mean                 | 123      |
|    ep_rew_mean                 | -43.3    |
|    episodes                    | 499      |
|    grasp_rate                  | 0.44     |
|    human_collision_rate        | 0.14     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 26       |
|    lift_rate                   | 0.22     |
|    minimum_human_distance      | 0.152    |
|    near_misses                 | 0.32     |
|    place_err_mm                | 239      |
|    proximity_steps             | 13.9     |
|    safety_clamped              | 111      |
|    success_rate                | 0.04     |
|    waiting_steps               | 8.46     |
| time/                          |          |
|    episodes                    | 500      |
|    fps                         | 40       |
|    time_elapsed                | 1480     |
|    total_timesteps             | 60604    |
| train/                         |          |
|    actor_loss                  | 11.9     |
|    critic_loss                 | 27.3     |
|    ent_coef                    | 0.0404   |
|    ent_coef_loss               | 0.921    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 55600    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.06     |
|    collision_steps             | 1.26     |
|    completion_time             | 6.19     |
|    ep_len                      | 124      |
|    ep_len_mean                 | 122      |
|    ep_rew_mean                 | -34.7    |
|    episodes                    | 509      |
|    grasp_rate                  | 0.44     |
|    human_collision_rate        | 0.1      |
|    human_difficulty            | 1        |
|    human_safety_cost           | 19.4     |
|    lift_rate                   | 0.24     |
|    minimum_human_distance      | 0.177    |
|    near_misses                 | 0.22     |
|    place_err_mm                | 238      |
|    proximity_steps             | 9.32     |
|    safety_clamped              | 110      |
|    success_rate                | 0.05     |
|    waiting_steps               | 6.18     |
| time/                          |          |
|    episodes                    | 510      |
|    fps                         | 40       |
|    time_elapsed                | 1514     |
|    total_timesteps             | 61996    |
| train/                         |          |
|    actor_loss                  | 12.1     |
|    critic_loss                 | 18.1     |
|    ent_coef                    | 0.0399   |
|    ent_coef_loss               | -1.2     |
|    learning_rate               | 0.0003   |
|    n_updates                   | 56992    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.06     |
|    collision_steps             | 1.26     |
|    completion_time             | 6.09     |
|    ep_len                      | 122      |
|    episodes                    | 511      |
|    grasp_rate                  | 0.46     |
|    human_collision_rate        | 0.1      |
|    human_difficulty            | 1        |
|    human_safety_cost           | 18.7     |
|    lift_rate                   | 0.24     |
|    minimum_human_distance      | 0.178    |
|    near_misses                 | 0.22     |
|    place_err_mm                | 232      |
|    proximity_steps             | 7.54     |
|    safety_clamped              | 109      |
|    success_rate                | 0.06     |
|    waiting_steps               | 4.44     |
| train/                         |          |
|    actor_loss                  | 12.8     |
|    critic_loss                 | 22.6     |
|    ent_coef                    | 0.0399   |
|    ent_coef_loss               | -0.624   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 56996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.06     |
|    collision_steps             | 1.26     |
|    completion_time             | 5.88     |
|    ep_len                      | 118      |
|    ep_len_mean                 | 121      |
|    ep_rew_mean                 | -41.6    |
|    episodes                    | 519      |
|    grasp_rate                  | 0.42     |
|    human_collision_rate        | 0.14     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 22.5     |
|    lift_rate                   | 0.18     |
|    minimum_human_distance      | 0.169    |
|    near_misses                 | 0.26     |
|    place_err_mm                | 236      |
|    proximity_steps             | 9.34     |
|    safety_clamped              | 105      |
|    success_rate                | 0.05     |
|    waiting_steps               | 6.3      |
| time/                          |          |
|    episodes                    | 520      |
|    fps                         | 40       |
|    time_elapsed                | 1544     |
|    total_timesteps             | 63240    |
| train/                         |          |
|    actor_loss                  | 13.3     |
|    critic_loss                 | 21.6     |
|    ent_coef                    | 0.0408   |
|    ent_coef_loss               | 0.518    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 58236    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.08     |
|    collision_steps             | 0        |
|    completion_time             | 5.95     |
|    ep_len                      | 119      |
|    episodes                    | 527      |
|    grasp_rate                  | 0.38     |
|    human_collision_rate        | 0.16     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 27.2     |
|    lift_rate                   | 0.12     |
|    minimum_human_distance      | 0.174    |
|    near_misses                 | 0.3      |
|    place_err_mm                | 241      |
|    proximity_steps             | 10.6     |
|    safety_clamped              | 106      |
|    success_rate                | 0.08     |
|    waiting_steps               | 6.9      |
| train/                         |          |
|    actor_loss                  | 12.7     |
|    critic_loss                 | 15.8     |
|    ent_coef                    | 0.0384   |
|    ent_coef_loss               | 0.154    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 58996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.08     |
|    collision_steps             | 0        |
|    completion_time             | 6.1      |
|    ep_len                      | 122      |
|    ep_len_mean                 | 121      |
|    ep_rew_mean                 | -39.3    |
|    episodes                    | 529      |
|    grasp_rate                  | 0.34     |
|    human_collision_rate        | 0.18     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 30.5     |
|    lift_rate                   | 0.1      |
|    minimum_human_distance      | 0.16     |
|    near_misses                 | 0.32     |
|    place_err_mm                | 242      |
|    proximity_steps             | 12.1     |
|    safety_clamped              | 110      |
|    success_rate                | 0.05     |
|    waiting_steps               | 8.22     |
| time/                          |          |
|    episodes                    | 530      |
|    fps                         | 40       |
|    time_elapsed                | 1568     |
|    total_timesteps             | 64244    |
| train/                         |          |
|    actor_loss                  | 14.8     |
|    critic_loss                 | 18.9     |
|    ent_coef                    | 0.0382   |
|    ent_coef_loss               | 0.0152   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 59240    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.1      |
|    collision_steps             | 1.28     |
|    completion_time             | 5.89     |
|    ep_len                      | 118      |
|    ep_len_mean                 | 123      |
|    ep_rew_mean                 | -38.4    |
|    episodes                    | 539      |
|    grasp_rate                  | 0.34     |
|    human_collision_rate        | 0.16     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 29.8     |
|    lift_rate                   | 0.1      |
|    minimum_human_distance      | 0.156    |
|    near_misses                 | 0.34     |
|    place_err_mm                | 237      |
|    proximity_steps             | 15.1     |
|    safety_clamped              | 105      |
|    success_rate                | 0.05     |
|    waiting_steps               | 11.6     |
| time/                          |          |
|    episodes                    | 540      |
|    fps                         | 40       |
|    time_elapsed                | 1600     |
|    total_timesteps             | 65576    |
| train/                         |          |
|    actor_loss                  | 14       |
|    critic_loss                 | 11.9     |
|    ent_coef                    | 0.0373   |
|    ent_coef_loss               | 0.965    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 60572    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.1      |
|    collision_steps             | 1.62     |
|    completion_time             | 5.87     |
|    ep_len                      | 117      |
|    episodes                    | 543      |
|    grasp_rate                  | 0.32     |
|    human_collision_rate        | 0.2      |
|    human_difficulty            | 1        |
|    human_safety_cost           | 33.9     |
|    lift_rate                   | 0.1      |
|    minimum_human_distance      | 0.152    |
|    near_misses                 | 0.34     |
|    place_err_mm                | 235      |
|    proximity_steps             | 15.1     |
|    safety_clamped              | 104      |
|    success_rate                | 0.1      |
|    waiting_steps               | 12.3     |
| train/                         |          |
|    actor_loss                  | 13.3     |
|    critic_loss                 | 19       |
|    ent_coef                    | 0.0382   |
|    ent_coef_loss               | -0.476   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 60996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.06     |
|    collision_steps             | 1.62     |
|    completion_time             | 6.01     |
|    ep_len                      | 120      |
|    ep_len_mean                 | 121      |
|    ep_rew_mean                 | -37.8    |
|    episodes                    | 549      |
|    grasp_rate                  | 0.3      |
|    human_collision_rate        | 0.26     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 38.4     |
|    lift_rate                   | 0.06     |
|    minimum_human_distance      | 0.147    |
|    near_misses                 | 0.38     |
|    place_err_mm                | 243      |
|    proximity_steps             | 16.1     |
|    safety_clamped              | 105      |
|    success_rate                | 0.05     |
|    waiting_steps               | 13.3     |
| time/                          |          |
|    episodes                    | 550      |
|    fps                         | 40       |
|    time_elapsed                | 1629     |
|    total_timesteps             | 66784    |
| train/                         |          |
|    actor_loss                  | 14.8     |
|    critic_loss                 | 26.3     |
|    ent_coef                    | 0.0373   |
|    ent_coef_loss               | -1.37    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 61780    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.04     |
|    collision_steps             | 1.62     |
|    completion_time             | 6.26     |
|    ep_len                      | 125      |
|    episodes                    | 558      |
|    grasp_rate                  | 0.22     |
|    human_collision_rate        | 0.3      |
|    human_difficulty            | 1        |
|    human_safety_cost           | 52.4     |
|    lift_rate                   | 0.04     |
|    minimum_human_distance      | 0.114    |
|    near_misses                 | 0.5      |
|    place_err_mm                | 251      |
|    proximity_steps             | 24.1     |
|    safety_clamped              | 110      |
|    success_rate                | 0.04     |
|    waiting_steps               | 19.9     |
| train/                         |          |
|    actor_loss                  | 14       |
|    critic_loss                 | 25.7     |
|    ent_coef                    | 0.0385   |
|    ent_coef_loss               | -0.00452 |
|    learning_rate               | 0.0003   |
|    n_updates                   | 62996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.04     |
|    collision_steps             | 1.62     |
|    completion_time             | 6.28     |
|    ep_len                      | 126      |
|    ep_len_mean                 | 124      |
|    ep_rew_mean                 | -41.3    |
|    episodes                    | 559      |
|    grasp_rate                  | 0.24     |
|    human_collision_rate        | 0.3      |
|    human_difficulty            | 1        |
|    human_safety_cost           | 52.4     |
|    lift_rate                   | 0.06     |
|    minimum_human_distance      | 0.113    |
|    near_misses                 | 0.5      |
|    place_err_mm                | 252      |
|    proximity_steps             | 24.1     |
|    safety_clamped              | 110      |
|    success_rate                | 0.05     |
|    waiting_steps               | 19.9     |
| time/                          |          |
|    episodes                    | 560      |
|    fps                         | 40       |
|    time_elapsed                | 1664     |
|    total_timesteps             | 68200    |
| train/                         |          |
|    actor_loss                  | 14.1     |
|    critic_loss                 | 30.4     |
|    ent_coef                    | 0.0383   |
|    ent_coef_loss               | 0.613    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 63196    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.08     |
|    collision_steps             | 1.62     |
|    completion_time             | 6.29     |
|    ep_len                      | 126      |
|    ep_len_mean                 | 121      |
|    ep_rew_mean                 | -38.6    |
|    episodes                    | 569      |
|    grasp_rate                  | 0.28     |
|    human_collision_rate        | 0.26     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 50.2     |
|    lift_rate                   | 0.12     |
|    minimum_human_distance      | 0.126    |
|    near_misses                 | 0.48     |
|    place_err_mm                | 241      |
|    proximity_steps             | 24.8     |
|    safety_clamped              | 110      |
|    success_rate                | 0.07     |
|    waiting_steps               | 20.6     |
| time/                          |          |
|    episodes                    | 570      |
|    fps                         | 40       |
|    time_elapsed                | 1690     |
|    total_timesteps             | 69292    |
| train/                         |          |
|    actor_loss                  | 15.2     |
|    critic_loss                 | 28.7     |
|    ent_coef                    | 0.0373   |
|    ent_coef_loss               | -0.204   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 64288    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.08     |
|    collision_steps             | 1.62     |
|    completion_time             | 6.03     |
|    ep_len                      | 121      |
|    episodes                    | 575      |
|    grasp_rate                  | 0.26     |
|    human_collision_rate        | 0.28     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 51.6     |
|    lift_rate                   | 0.12     |
|    minimum_human_distance      | 0.117    |
|    near_misses                 | 0.5      |
|    place_err_mm                | 244      |
|    proximity_steps             | 24.7     |
|    safety_clamped              | 103      |
|    success_rate                | 0.08     |
|    waiting_steps               | 21       |
| train/                         |          |
|    actor_loss                  | 15.8     |
|    critic_loss                 | 21.7     |
|    ent_coef                    | 0.0375   |
|    ent_coef_loss               | 0.985    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 64996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.06     |
|    collision_steps             | 1.62     |
|    completion_time             | 6.21     |
|    ep_len                      | 124      |
|    ep_len_mean                 | 123      |
|    ep_rew_mean                 | -47.3    |
|    episodes                    | 579      |
|    grasp_rate                  | 0.26     |
|    human_collision_rate        | 0.26     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 53.8     |
|    lift_rate                   | 0.12     |
|    minimum_human_distance      | 0.11     |
|    near_misses                 | 0.5      |
|    place_err_mm                | 253      |
|    proximity_steps             | 26.3     |
|    safety_clamped              | 107      |
|    success_rate                | 0.07     |
|    waiting_steps               | 20.8     |
| time/                          |          |
|    episodes                    | 580      |
|    fps                         | 41       |
|    time_elapsed                | 1721     |
|    total_timesteps             | 70588    |
| train/                         |          |
|    actor_loss                  | 13.5     |
|    critic_loss                 | 24.7     |
|    ent_coef                    | 0.0366   |
|    ent_coef_loss               | 0.0332   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 65584    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.04     |
|    collision_steps             | 0.54     |
